pid - plain text,year,dept,,
132301,1937,Department of Zoology.,,
133631,1937,Department of Sociology.,,
133633,1937,Department of Geology.,,
131553,1938,Department of Chemistry. ,,
131555,1938,Department of Mining. ,,
131587,1938,Department of Parasitology.,,
131596,1938,Department of English. ,,
131603,1938,Department of Entomology. ,,
131605,1938,Department of Animal Nutrition and Breeding. ,,
131607,1938,Department of Chemistry. ,,
131609,1938,Department of Chemistry. ,,
131690,1938,Department of Economics.,,
131704,1938,Department of Chemistry.,,
131707,1938,Department of Experimental Medicine.,,
131711,1938,Department of Geology.,,
131715,1938,Department of French.,,
131718,1938,Department of Chemistry.,,
131721,1938,Department of French.,,
131725,1938,Department of English.,,
131727,1938,Department of French.,,
131729,1938,Department of Genetics.,,
131731,1938,Department of French.,,
131733,1938,Department of Biochemistry.,,
131735,1938,Department of Chemistry. ,,
131737,1938,Department of Chemistry. ,,
131739,1938,Department of Civil Engineering and Applied Mechanics. ,,
131741,1938,Department of Agricultural Chemistry. ,,
131743,1938,Department of Biochemistry. ,,
131746,1938,Department of Mathematics.,,
131748,1938,Department of Agricultural Chemistry.,,
131753,1938,Department of Chemistry.,,
131755,1938,Department of Biochemistry.,,
131757,1938,Department of Economics.,,
131759,1938,Department of Botany.,,
131761,1938,Department of Economics.,,
131767,1938,Department of Entomology.,,
131769,1938,Department of French.,,
131771,1938,Department of Chemistry.,,
131773,1938,Department of Geology.,,
131775,1938,Department of Education.,,
131777,1938,Department of Education.,,
131779,1938,Department of Sociology.,,
131781,1938,Department of Economics.,,
131787,1938,Department of Mathematics.,,
131789,1938,Department of Chemistry.,,
131791,1938,Department of Geology.,,
131793,1938,Department of Neurology.,,
131795,1938,Department of English.,,
131797,1938,Department of Neurology.,,
131799,1938,Department of History.,,
131801,1938,Department of Entomology.,,
131803,1938,Department of French.,,
131805,1938,Department of Geology.,,
131807,1938,Department of Entomology.,,
131809,1938,Department of Chemistry.,,
131811,1938,Department of French.,,
131867,1938,Department of Economics.,,
131869,1938,Department of Animal Nutrition and Breeding.,,
131871,1938,Department of Chemistry.,,
131873,1938,Department of Geology.,,
131876,1938,Department of History.,,
132187,1938,Department of History.,,
132137,1938,Department of Psychology,,
132138,1938,Department of Chemistry,,
132139,1938,Department of Economics,,
132221,1938,Department of Mining.,,
134288,1938,Department of Chemistry.,,
118292,1939,Department of Sociology.,,
130048,1939,Department of Animal Nutrition and Breeding. ,,
130050,1939,Department of French. ,,
130052,1939,Department of Physics. ,,
130054,1939,Department of Bacteriology. ,,
130056,1939,Department of Entomology. ,,
130130,1939,Department of Chemistry.,,
130132,1939,Department of Horticulture-Botany.,,
130134,1939,Department of French Language and Literature.,,
130136,1939,Department of Physics.,,
130138,1939,Department of Entomology.,,
130140,1939,Department of Parasitology.,,
130142,1939,Department of Animal Nutrition and Breeding.,,
130144,1939,Department of Philosophy.,,
130146,1939,Department of Psychology.,,
130176,1939,Department of Animal Nutrition and Breeding.,,
130178,1939,Department of Plant Pathology.,,
130188,1939,Department of Chemistry.,,
130191,1939,Department of French.,,
130194,1939,Department of Mining Engineering.,,
130198,1939,Department of Sociology.,,
130200,1939,Department of Neurology & Neurosurgery.,,
130211,1939,Department of Chemistry. ,,
130213,1939,Department of Chemistry. ,,
130215,1939,Department of Neurology. ,,
130218,1939,Department of French. ,,
130220,1939,Department of Geology.,,
130226,1939,Department of Physics. ,,
130222,1939,Department of Genetics.,,
130224,1939,Department of Agricultural Chemistry.,,
130227,1939,Department of Animal Nutrition and Breeding.,,
130229,1939,Department of Chemistry.,,
130232,1939,Department of Chemistry.,,
130235,1939,Department of Philosophy. ,,
130237,1939,Department of Geology.,,
130757,1939,Department of Chemistry.,,
130759,1939,Department of Chemistry.,,
130761,1939,Department of Economics.,,
130763,1939,Department of Sociology.,,
130765,1939,Department of Chemistry.,,
130767,1939,Department of Geology.,,
130769,1939,Department of Economics.,,
130771,1939,Department of Parasitology.,,
130773,1939,Department of Zoology.,,
130775,1939,Department of Economics.,,
130777,1939,Department of Entomology.,,
131385,1939,Department of Genetics.,,
131387,1939,Department of French Language and Literature.,,
131389,1939,Department of French.,,
131391,1939,Department of Plant Pathology.,,
131393,1939,Department of Chemistry.,,
131395,1939,Department of Botany.,,
131397,1939,Department of Geology.,,
131410,1939,Department of Classics.,,
131415,1939,Department of History.,,
131430,1939,Department of Economics.,,
131451,1939,Department of French.,,
131462,1939,Department of Genetics.,,
131464,1939,Department of Agricultural Chemistry.,,
131475,1939,Department of Mining and Metallurgy.,,
131501,1939,Department of Entomology.,,
131510,1939,Department of Sociology.,,
131517,1939,Department of Geology.,,
131526,1939,Department of Chemistry.,,
131534,1939,Department of Economics.,,
131542,1939,Department of Chemistry.,,
131550,1939,Department of Chemistry.,,
131557,1939,Department of Civil Engineering & Applied Mechanics. ,,
131561,1939,Department of Entomology. ,,
131563,1939,Department of Experimental Medicine. ,,
131565,1939,Department of Chemistry. ,,
131567,1939,Department of Agricultural Chemistry. ,,
131569,1939,Department of Physics. ,,
131571,1939,Department of Experimental Medicine. ,,
131579,1939,Department of Geology.,,
131581,1939,Department of Psychology.,,
131583,1939,Department of Agricultural Chemistry.,,
131585,1939,Department of Chemistry.,,
131662,1939,Department of Geology.,,
131664,1939,Department of English.,,
131668,1939,Department of English.,,
131671,1939,Department of Neurology.,,
131675,1939,Department of Chemistry.,,
131677,1939,Department of Plant Pathology.,,
131679,1939,Department of Economics.,,
131683,1939,Department of Economics.,,
131692,1939,Department of Chemistry.,,
131694,1939,Department of Chemistry.,,
131696,1939,Department of English.,,
131699,1939,Department of Chemistry.,,
129801,1940,Department of Zoology.,,
129803,1940,Department of French.,,
129805,1940,Department of Chemistry.,,
129807,1940,Department of Horticulture-Botany.,,
129809,1940,Deparment of Genetics.,,
129854,1940,Department of Geology. ,,
129856,1940,Department of Chemistry. ,,
129858,1940,Department of English. ,,
129904,1940,Department of Chemistry. ,,
129906,1940,Department of Chemistry. ,,
129908,1940,Department of Metallurgy.,,
129911,1940,Department of Chemistry. ,,
129913,1940,Department of Chemistry. ,,
129960,1940,Department of Geology. ,,
129962,1940,Department of Geology. ,,
129964,1940,Department of Chemistry. ,,
129966,1940,Department of Philosophy. ,,
129969,1940,Department of Physics. ,,
129972,1940,Department of English. ,,
129975,1940,Department of Economics. ,,
129999,1940,Department of Economics.,,
130001,1940,Department of Agricultural Chemistry.,,
130003,1940,Department of Mining and Metallurgy.,,
130005,1940,Department of Chemistry.,,
130007,1940,Department of French.,,
130009,1940,Department of Chemistry.,,
130011,1940,Department of Geology.,,
130013,1940,Department of Chemistry.,,
130015,1940,Department of Animal Nutrition and Breeding.,,
130017,1940,Department of Economics.,,
130019,1940,Department of Plant Pathology.,,
130021,1940,Department of Mining and Metallurgical Engineering.,,
130023,1940,Department of Chemistry.,,
130025,1940,Department of Agricultural Chemistry.,,
130027,1940,Department of Agricultural Engineering.,,
130029,1940,Department of Economics.,,
130031,1940,Department of Chemistry.,,
130033,1940,Department of French Language and Literature.,,
130035,1940,Department of Chemistry.,,
130037,1940,Department of Chemistry.,,
130039,1940,Department of Chemistry.,,
130060,1940,Department of Psychology.,,
130062,1940,Department of German.,,
130064,1940,Department of Chemistry.,,
130066,1940,Department of Psychology.,,
130068,1940,Department of Chemistry.,,
130070,1940,Department of Geology.,,
130072,1940,Department of Economics.,,
130074,1940,Department of Chemistry.,,
130076,1940,Department of Bacteriology & Immunology.,,
130078,1940,Department of Chemical Engineering.,,
130080,1940,Department of Biochemistry.,,
130082,1940,Department of English.,,
130084,1940,Department of Agricultural Chemistry.,,
130086,1940,Department of Chemistry.,,
130095,1940,Department of Physics.,,
130098,1940,Department of Chemistry.,,
130100,1940,Civil Engineering & Applied Mechanics.,,
130102,1940,Department of Physics.,,
130104,1940,Plant Pathology.,,
130106,1940,Department of French.,,
130108,1940,Department of Chemistry.,,
130110,1940,Department of Entomology.,,
130112,1940,Department of Chemistry.,,
130114,1940,Department of Geology.,,
130116,1940,Department of Geology.,,
130118,1940,Department of Geology.,,
130120,1940,Department of Geology.,,
130122,1940,Department of Plant pathology.,,
130124,1940,Department of Agronomy and Genetics.,,
130126,1940,Department of Geology.,,
130128,1940,Department of Botany.,,
129308,1941,Department of Agricultural Chemistry.,,
129390,1941,Department of French Language and Literature. ,,
129392,1941,Department of Botany-Horticulture. ,,
129394,1941,Department of Physiology.,,
129396,1941,Department of Chemistry.,,
129398,1941,Department of Education. ,,
129400,1941,Department of Animal Nutrition and Breeding.,,
129402,1941,Department of French.,,
129404,1941,Department of Mining Engineering.,,
129406,1941,Department of Geology. ,,
129408,1941,Department of Chemistry.,,
129410,1941,Department of Agricultural Chemistry.,,
129412,1941,Department of Chemistry.,,
129414,1941,Department of English.,,
129416,1941,Department of Geology.,,
129492,1941,Department of Zoology. ,,
129496,1941,Department of Chemistry. ,,
129500,1941,Department of French. ,,
129502,1941,Department of Chemistry.,,
129504,1941,Department of Chemistry. ,,
129508,1941,Department of French. ,,
129510,1941,Department of Genetics. ,,
129512,1941,Department of Anatomy.,,
129514,1941,Department of Physics. ,,
129516,1941,Department of Chemistry. ,,
129591,1941,Department of Chemistry. ,,
129630,1941,Department of neurosurgery. ,,
129632,1941,Department of Mining Engineering. ,,
129634,1941,Department of English. ,,
129636,1941,Department of French Language and Literature. ,,
129638,1941,Department of Economics and Political Science. ,,
129640,1941,Department of Education. ,,
129649,1941,Department of Physics. ,,
129651,1941,Department of Economics. ,,
129662,1941,Department of Chemistry. ,,
129705,1941,Department of Psychology. ,,
129711,1941,Department of Geology. ,,
129742,1941,Department of French. ,,
129744,1941,Department of History. ,,
129754,1941,Department of Chemistry. ,,
129757,1941,Department of Genetics. ,,
129759,1941,Department of Animal Nutrition and Breeding. ,,
129761,1941,Department of Economics. ,,
